_id,firstName,middleName,lastName,fullGivenName,nameNick,pos,height,weight,college,birthDate,birthCity,birthCountry,highSchool,hsCity,hsState,hsCountry,players_teams,awards_players
dixonin01w,Ingrid,,Dixson,Ingrid Dixon,,C,75.0,0,California,1972-09-16,,,Edgewood,West Covina,CA,USA,,
dixonta01w,Tamecka,,Dixon,Tamecka Dixon,,G,69.0,148,Kansas,1975-12-14,,,Linden,Linden,NJ,USA,,
doagela01w,LaToya,,Doage,LaToya Doage,,G,66.0,137,Nebraska,1975-05-15,,,,,,,,
domonna01w,Nadine,,Domond,Nadine Domond,,G,70.0,132,Iowa,1975-09-28,,,Bridgeport Central,Bridgeport,CT,USA,,
donapbe01w,Bethany,,Donaphin,Bethany Donaphin,,F-C,74.0,195,Stanford,1980-08-27,,,,,,,,
donovan99w,Anne,,Donovan,Anne Donovan,,,0.0,0,,0000-00-00,,,,,,,,
doronsh01w,Shay,,Doron,Shay Doron,,G,69.0,145,Maryland,1985-04-01,Ramat Hasharon,ISR,Christ the King (jr-sr),Middle Village,NY,USA,,
dossaci01w,Cintia,Silva,dos Santos,Cintia dos Santos,,C,77.0,187,,1975-01-31,Maua,BRA,,,,,,
douglka01w,Katie,,Douglas,Katie Douglas,,G-F,72.0,167,Purdue,1979-05-07,,,,,,,,
duffyme01w,Megan,,Duffy,Megan Duffy,,G,67.0,135,Notre Dame,1984-07-13,,,,,,,,
dunlavi01w,Victoria,,Dunlap,Victoria Dunlap,,F,73.0,160,Kentucky,1989-09-19,Nashville,USA,,,,,,
dunnli99wc,Lin,,Dunn,Lin Dunn,,,0.0,0,,0000-00-00,,,,,,,,
dunntr01wc,T.R.,,Dunn,T.R. Dunn,,,0.0,0,,0000-00-00,,,,,,,,
dupreca01w,Candice,,Dupree,Candice Dupree,,F,74.0,162,Temple,1984-08-16,,,,,,,,
dydekka01w,Katarzyna,Elzbieta,Dydek,Kashka Dydek,Kashka,F-C,79.0,190,Evangel,1970-03-21,Warsaw,POL,,,,,,
dydekma01w,Malgorzata,Teresa,Dydek,Margo Dydek,Margo,C,9.0,223,,1974-04-28,Warsaw,POL,,,,,,
edwarmi01w,Michelle,,Edwards,Michelle Edwards,,G,69.0,150,Rutgers,1966-03-06,,,,,,,,
edwarsi01w,Simone,,Edwards,Simone Edwards,,C,76.0,164,Iowa,1973-11-17,,,,,,,,
edwarte01w,Teresa,,Edwards,Teresa Edwards,,G-F,71.0,155,Georgia,1964-07-09,Cairo,USA,,,,,,
edwarto01w,Tonya,,Edwards,Tonya Edwards,,G,70.0,160,Tennessee,1968-03-13,,,,,,,,
elysh01w,Shyra,,Ely,Shyra Ely,,F,74.0,182,Tennessee,1983-08-09,,,Ben Davis,Indianapolis,IN,USA,,
enissh01w,Shalonda,,Enis,Shalonda Enis,,F-C,73.0,185,Alabama,1974-12-03,,,,,,,,
erbsu01w,Summer,,Erb,Summer Erb,,C,78.0,240,North Carolina State,1977-07-25,,,,,,,,
ervinla01w,Lauren,,Ervin,Lauren Ervin,,F,76.0,171,Arkansas,1985-03-24,,,,,,,,
estessh99w,Sheryl,,Estes,Sheryl Estes,,,0.0,0,,0000-00-00,,,,,,,,
evansda01w,Dawn,,Evans,Dawn Evans,,G,67.0,0,James Madison,1989-06-30,,,Northeast,Clarksville,TN,USA,,
evansde01w,Dena,,Evans,Dena Evans,,G,64.0,125,Virginia,1970-10-11,,,,,,,,
fallotr01w,Trisha,Nicole,Fallon,Trisha Fallon,Trish,G-F,75.0,165,,1972-07-23,Melbourne,AUS,,,,,,
farriba01w,Barbara,,Farris,Barbara Farris,,C-F,75.0,200,Tulane,1976-09-10,,,,,,,,
feastal01w,Allison,,Feaster,Allison Feaster,,F,71.0,168,Harvard,1976-02-11,,,,,,,,
feifesu01w,Sui,,Feifei,Sui Feifei,,G,73.0,162,,1979-01-29,Qingdao,CHN,,,,,,
feldeja01w,Janice,,Felder,Janice Felder,,F,73.0,0,Southern Mississippi,1969-10-16,,,,,,,,
ferdima01w,Marie,,Ferdinand-Harris,Marie Ferdinand-Harris,,G,69.0,153,Louisiana State,1978-10-13,,,,,,,,
fernama01w,Marta,,Fernandez Farres,Marta Fernandez,,G,71.0,138,,1981-12-21,Barcelona,ESP,,,,,,
ferrama01w,Marina,,Ferragut Castillo,Marina Ferragut,,F,75.0,190,,1972-02-11,Barcelona,ESP,,,,,,
figgsuk01w,Ukari,Okien,Figgs,Ukari Figgs,,G,69.0,142,Purdue,1977-03-31,Georgetown,USA,,,,,,
fijalis01w,Isabelle,,Fijalkowski,Isabelle Fijalkowski,,C,77.0,200,Colorado,1972-05-23,Clermont-Ferrand,FRA,,,,,,
firsool01w,Olga,,Firsova,Olga Firsova,,C,78.0,215,Kansas State,1976-04-23,,,,,,,,
floremi01w,Milena,,Flores,Milena Flores,,G,66.0,125,Stanford,1977-10-19,,,,,,,,
flukety01w,Tye'sha,,Fluker,Tye'sha Fluker,,C,77.0,209,Tennessee,1984-12-27,,,Muir,Chino,CA,USA,,
folklkr01w,Kristin,,Folkl,Kristin Folkl,,F,74.0,190,Stanford,1975-12-19,,,St. Joseph's Academy,St. Louis,MO,USA,,
fordch01w,Cheryl,,Ford,Cheryl Ford,,F,75.0,198,Louisiana Tech,1981-06-06,Homer,USA,Summerfield,Summerfield,LA,USA,,
fordki01w,Kisha,,Ford,Kisha Ford,,G-F,70.0,153,Georgia Tech,1975-04-04,,,Bryn Mawr,Baltimore,MD,USA,,
fordst01w,Stacey,,Ford,Stacey Ford,,F,74.0,185,Georgia,1969-01-14,,,,,,,,
fortnne99w,Nell,,Fortner,Nell Fortner,,,0.0,0,,0000-00-00,,,,,,,,
fostecl99w,Cliffa,,Foster,Cliffa Foster,,,0.0,0,,0000-00-00,,,,,,,,
fosteto01w,Toni,,Foster,Toni Foster,,F,73.0,175,Iowa,1971-10-16,,,,,,,,
fowlesy01w,Sylvia,Shaqueria,Fowles,Sylvia Fowles,,C,78.0,200,Louisiana State,1985-10-06,Miami,USA,Gulliver Prep,Miami,FL,USA,,
francde01w,Desiree,,Francis,Desiree Francis,,F,70.0,193,Iowa State,1975-08-24,,,,,,,,
frankaq01w,A'Quonesia,Krashun,Franklin,A'Quonesia Franklin,,G,64.0,154,Texas A&M,1985-09-29,,,,,,,,
frankba01w,Barb,,Franke,Barb Franke,,F-C,0.0,0,Wisconsin,0000-00-00,,,Cedar Falls,Cedar Falls,IA,USA,,
frazeme01w,Megan,,Frazee,Megan Frazee,,F,75.0,191,Liberty,1987-03-29,,,,,,,,
freemla01w,Lauretta,,Freeman,Lauretta Freeman,,F,73.0,175,Auburn,1971-03-17,,,,,,,,
fresest01w,Stacy,,Frese,Stacy Frese,,G,68.0,126,Iowa State,1976-09-23,,,,,,,,
frettla01w,La'Keshia,,Frett,La'Keshia Frett,,F,75.0,170,Georgia,1975-06-12,,,Phoebus,Hampton,VA,USA,,
friertr01w,Trina,,Frierson,Trina Frierson,,F,74.0,186,Louisiana Tech,1979-08-23,,,,,,,,
frohlli01w,Linda,,Frohlich,Linda Frohlich,,F-C,75.0,185,,1979-06-23,,,,,,,,
frostsh01w,Sheila,,Frost,Sheila Frost,,C,76.0,184,Tennessee,1966-12-19,,,,,,,,
futreca01w,Candace,,Futrell,Candace Futrell,,G,70.0,154,Duquesne,1982-07-10,,,,,,,,
gaineco01w,Corey,,Gaines,Corey Gaines,,,0.0,0,,0000-00-00,,,,,,,,
gaithka01w,Katryna,,Gaither,Katryna Gaither,,C,75.0,170,Notre Dame,1975-08-13,,,,,,,,
gamblam01w,Amy,Jean,Gamble,Amy Gamble,,F,70.0,163,Arizona,1964-12-17,Wheeling,USA,John Marshall,Glen Dale,WV,USA,,
ganttr01w,Travesa,,Gant,Travesa Gant,,C,74.0,181,Lamar,1971-10-10,,,,,,,,
garcibe01w,Begona,,Garcia Pinero,Begona Garcia,,G,65.0,135,,1976-09-03,Cadiz,ESP,,,,,,
gardike01w,Kerri,,Gardin,Kerri Gardin,,F,73.0,168,Virginia Tech,1984-05-19,,,,,,,,
gardnan01w,Andrea,,Gardner,Andrea Gardner,,F-C,75.0,190,Howard,1979-12-23,,,,,,,,
garnean01w,Andrea,,Garner,Andrea Garner,,F-C,75.0,160,Penn State,1979-01-05,,,,,,,,
gaydeco01w,Cornelia,,Gayden,Cornelia Gayden,,G,69.0,150,Louisiana State,1971-05-11,,,,,,,,
gaypi01w,Pietra,,Gay,Pietra Gay,,G-F,71.0,183,Louisiana State,1974-08-21,,,,,,,,
gearlka01w,Katie,,Gearlds,Katie Gearlds,,G-F,73.0,184,Purdue,1984-10-26,Beech Grove,USA,Beech Grove,Beech Grove,IN,USA,,
gessiki01w,Kim,,Gessig,Kim Gessig,,F,75.0,175,USC,1970-12-29,,,,,,,,
gibsoke01w,Kelley,,Gibson,Kelley Gibson,,F-G,70.0,136,Maryland,1976-11-10,,,,,,,,
gilbrbr01w,Briana,Renee,Gilbreath,Briana Gilbreath,,G,73.0,0,USC,1990-08-16,Houston,USA,Cinco Ranch,Katy,TX,USA,,
gilloje01w,Jennifer,,Gillom,Jennifer Gillom,,F-C,75.0,180,Mississippi,1964-06-13,Abbeville,USA,,,,,,
gilmous01w,Usha,,Gilmore,Usha Gilmore,,G,71.0,158,Rutgers,1978-08-24,Moncks Corner,USA,,,,,,
gisseka01w,Kamela,,Gissendanner,Kamela Gissendanner,,F,73.0,178,Penn State,1985-07-27,,,,,,,,
givench01w,Chrissy,Tiyana,Givens,Chrissy Givens,,G,70.0,0,Middle Tennessee State,1985-07-26,Monroe,USA,Ouachita,Monroe,LA,USA,,
godbyli01w,Linda,,Godby,Linda Godby,,F-C,78.0,163,Auburn,1968-10-17,,,Warren Central,Warren,IN,USA,,
gomisem01w,Emilie,,Gomis,Emilie Gomis,,G,71.0,134,,1983-10-18,Ziguinchor,SEN,,,,,,
goodemo01w,Molly,,Goodenbour,Molly Goodenbour,,G,66.0,130,Stanford,1972-02-08,,,,,,,,
goodeti01w,Tiffany,,Gooden,Tiffany Gooden,,F,71.0,165,Iowa,1975-10-23,,,R. Nelson Snider,Fort Wayne,IN,USA,,
goodlsa01w,Sasha,Samolia,Goodlett,Sasha Goodlett,,C,77.0,239,Georgia Tech,1990-08-09,Jackson,USA,Clinton,Jackson,MS,USA,,
goodsad01w,Adrienne,,Goodson,Adrienne Goodson,,F,72.0,165,Old Dominion,1966-10-19,,,,,,,,
gordobr01w,Bridgette,C.,Gordon,Bridgette Gordon,,F,72.0,159,Tennessee,1967-04-27,Deland,USA,,,,,,
goringi01w,Gillian,Rachael,Goring,Gillian Goring,Gigi,C,79.0,225,North Carolina State (jr-sr),1983-06-07,Morvant,TRI,Waterloo West,Waterloo,IA,USA,,
gortmsh01w,Shaunzinski,,Gortman,Shaunzinski Gortman,,G,70.0,158,South Carolina,1979-12-07,,,,,,,,
grafca99wc,Carrie,,Graf,Carrie Graf,,,0.0,0,,0000-00-00,,,,,,,,
grahama01w,Margo,,Graham,Margo Graham,,C,75.0,240,Houston,1970-12-18,,,St. Agnes,Houston,TX,USA,,
granter01w,Erin,,Grant,Erin Grant,,G,68.0,125,Texas Tech,1984-06-13,,,Mansfield,Mansfield,TX,USA,,
gravede01w,Denique,,Graves,Denique Graves,,C,77.0,212,Howard,1975-09-16,,,,,,,,
graylal01w,Alexis,,Gray-Lawson,Alexis Gray-Lawson,,G,68.0,176,California,1987-04-21,Oakland,USA,Oakland Tech,Oakland,CA,USA,,
grecomi01w,Michelle,,Greco,Michelle Greco,,G,69.0,145,UCLA,1980-03-24,,,,,,,,
greenci01w,Cisti,Nicole,Greenwalt,Cisti Greenwalt,,C,77.0,183,Texas Tech,1983-04-04,Clovis,USA,Clovis,Clovis,NM,USA,,
greenka01w,Kalana,Lanette,Greene,Kalana Greene,,G,70.0,170,Connecticut,1987-07-13,St. Stephen,USA,Timberland,St. Stephen,SC,USA,,
grginve01w,Vedrana,,Grgin-Fonseca,Vedrana Grgin-Fonseca,,F,73.0,160,,1975-01-13,,,,,,,,
griffke01w,Kelsey,,Griffin,Kelsey Griffin,,F,74.0,179,Nebraska,1987-07-02,Eagle River,USA,Chugiak,Chugiak,AK,USA,,
griffyo01w,Yolanda,Yvette,Griffith,Yolanda Griffith,Yo Yo,C-F,75.0,188,Florida Atlantic,1970-03-01,Chicago,USA,George Washington Carver,Chicago,IL,USA,,
groomla01w,LeJuana,Anjanette,Hardmon Grooms,Lady Grooms,Lady,G-F,70.0,160,Georgia,1970-09-12,Raleigh,USA,Brown,Atlanta,GA,USA,,
grubigo01w,Gordana,,Grubin,Gordana Grubin,,G,71.0,165,,1972-08-20,,,,,,,,
grudasa01w,Sandrine,,Gruda,Sandrine Gruda,,F-C,76.0,185,,1987-06-25,Cannes,FRA,,,,,,
guytowa01w,Wanda,,Guyton,Wanda Guyton,,F,73.0,178,South Florida,1965-10-14,,,Hillsborough,Tampa,FL,USA,,
hagiwmi01w,Mikiko,,Hagiwara,Mikiko Hagiwara,,G,71.0,161,,1970-04-27,Fukushima,JPN,,,,,,
hairska01w,Kamesha,,Hairston,Kamesha Hairston,,F,72.0,150,Temple,1985-08-18,Toledo,USA,Bowsher,Toledo,OH,USA,,
hallam01w,Amber,,Hall,Amber Hall,,F,75.0,180,Washington,1977-12-29,,,,,,,,
hallvi01w,Vicki,,Hall,Vicki Hall,,F,73.0,180,Texas,1969-10-03,,,,,,,,
hamblan01w,Angela,,Hamblin,Angela Hamblin,Angie,G,70.0,170,Iowa,1976-09-30,,,Lew Wallace,Gary,IN,USA,,
hammobe01w,Rebecca,Lynn,Hammon,Becky Hammon,Becky,G,66.0,136,Colorado State,1977-03-11,Rapid City,USA,Stevens,Rapid City,SD,USA,,
hamptky01w,Kym,,Hampton,Kym Hampton,,F,74.0,210,Arizona State,1962-11-03,,,,,,,,
hamzoro01w,Romana,,Hamzova,Romana Hamzova,,G,69.0,152,,1970-08-17,Prerov,TCH,,,,,,
hardili01w,Lindsey,,Harding,Lindsey Harding,,G,68.0,139,Duke,1984-06-12,,,,,,,,
hardish01w,Shantel,,Hardison,Shantel Hardison,,G,69.0,165,Louisiana Tech,1969-06-27,,,,,,,,
hargrli99w,Linda,,Hargrove,Linda Hargrove,,,0.0,0,,0000-00-00,,,,,,,,
harpela01w,Laura,,Harper,Laura Harper,,F-C,77.0,190,Maryland,1986-04-11,Elkins Park,USA,Cheltenham,Wynecote,PA,USA,,
harriam01w,Amber,,Harris,Amber Harris,,F,77.0,202,Xavier,1988-01-16,Indianapolis,USA,North Central,Indianapolis,IN,USA,,
harrido01w,Donna,,Harrington,Donna Harrington,,F,75.0,190,Old Dominion,1966-09-29,,,,,,,,
harrifr01w,Fran,,Harris,Fran Harris,,G,72.0,154,Texas,1965-03-12,Dallas,USA,South Oak Cliff,Dallas,TX,USA,,
harrili01w,Lisa,,Harrison,Lisa Harrison,,F,73.0,164,Tennessee,1971-01-02,,,,,,,,
harrokr01w,Kristi,Lee,Harrower,Kristi Harrower,,G,64.0,139,,1975-03-04,Bendigo,AUS,,,,,,
harveca99w,Candi,,Harvey,Candi Harvey,,,0.0,0,,0000-00-00,,,,,,,,
haydeva01w,Vanessa,L'asonya,Hayden,Vanessa Hayden,,C,76.0,240,Florida,1982-06-05,Orlando,USA,William R. Boone,Orlando,FL,USA,,
hayesti01w,Tiffany,,Hayes,Tiffany Hayes,,G,70.0,0,Connecticut,1989-09-20,,,Winter Haven,Lakeland,FL,USA,,
haynikr01w,Kristin,,Haynie,Kristin Haynie,,G,69.0,147,Michigan State,1983-06-17,,,,,,,,
headde01w,Dena,,Head,Dena Head,,G,70.0,160,Tennessee,1970-08-16,,,,,,,,
hedgpch01w,Christy,,Hedgpeth,Christy Hedgpeth,,G,69.0,143,Stanford,1972-02-17,,,,,,,,
hemmera01w,Rachel,,Hemmer,Rachel Hemmer,,F-C,75.0,0,Stanford,1973-04-02,,,,,,,,
hendene01w,Nekeshia,,Henderson,Nekeshia Henderson,,G,68.0,144,Texas,1973-02-28,,,,,,,,
hendetr01w,Tracy,,Henderson,Tracy Henderson,,C,75.0,200,Georgia,1974-12-31,,,Patrick Henry,Minneapolis,MN,USA,,
henniso01w,Sonja,,Henning,Sonja Henning,,G,67.0,143,Stanford,1969-10-04,,,,,,,,
henryan01w,Aneika,,Henry,Aneika Henry,,F,75.0,205,Florida,1986-02-13,,JAM,,,,,,
herriam01w,Amy,,Herrig,Amy Herrig,,C,76.0,189,Iowa,1977-06-06,,,Dubuque,Dubuque,IA,USA,,
hibbeka01w,Katrina,,Hibbert,Katrina Hibbert,,G-F,70.0,140,Louisiana State,1977-09-29,,,,,,,,
hicksje01w,Jessie,,Hicks,Jessie Hicks,,F-C,76.0,188,Maryland,1971-12-02,,,,,,,,
hightal01w,Allison,Kina,Hightower,Allison Hightower,,G,70.0,139,Louisiana State,1988-04-06,Dallas,USA,Juan Seguin,Arlington,TX,USA,,
hillec01w,E.C.,,Hill,E.C. Hill,,G,67.0,173,Northern Illinois,1971-04-06,,,,,,,,
hillmli99w,Linda,,Hill-MacDonald,Linda Hill-MacDonald,,,0.0,0,,0000-00-00,,,,,,,,
hillmna01w,Na'Sheema,,Hillmon,Na'Sheema Hillmon,,,0.0,0,Vanderbilt,0000-00-00,,,Trinity,Cleveland,OH,USA,,
hledeko01w,Korie,,Hlede,Korie Hlede,,G,69.0,150,Duquesne,1975-03-29,,,,,,,,
hodgeda01w,Dale,,Hodges,Dale Hodges,,G-F,73.0,170,St. Joseph's,1968-01-21,Philadelphia,USA,Central,Trenton,NJ,USA,,
hodgedo01w,Doneeka,,Lewis (nee Hodges),Doneeka Lewis,,G,69.0,160,Louisiana State,1982-07-19,,,,,,,,
hodgero01w,Roneeka,,Hodges,Roneeka Hodges,,G,71.0,165,Florida State,1982-07-19,,,,,,,,
hodgesa01w,Sandra,,Hodge,Sandra Hodge,Sweetness,F-G,69.0,0,New Orleans,1962-07-31,Clinton,USA,,,,,,
hoffmeb01w,Ebony,,Hoffman,Ebony Hoffman,,F,74.0,215,USC,1982-08-27,,,Narbonne,Harbor City,CA,USA,,
holdeta99w,Tammy,,Holder,Tammy Holder,,,0.0,0,,0000-00-00,,,,,,,,
holdsch01w,Chamique,Shaunta,Holdsclaw,Chamique Holdsclaw,,F,74.0,172,Tennessee,1977-08-09,Astoria,USA,Christ the King,Middle Village,NY,USA,,
hollake01w,Kedra,,Holland-Corn,Kedra Holland-Corn,,G,68.0,129,Georgia,1974-11-05,,,,,,,,
holliqu01w,Quanitra,,Hollingsworth,Quanitra Hollingsworth,,C,77.0,201,Virginia Commonwealth,1988-11-15,Portsmouth,USA,Great Bridge,Chesapeake,VA,USA,,
holmejo01w,Joy,,Holmes-Harris,Joy Holmes-Harris,,F,70.0,150,Purdue,1969-03-31,,,,,,,,
holmese01w,Sequoia,,Holmes,Sequoia Holmes,,G-F,73.0,155,UNLV,1986-06-13,,,,,,,,
holtam01w,Amber,,Holt,Amber Holt,,F,72.0,168,Middle Tennessee State,1985-06-07,,,,,,,,
hopeky01w,Kymberly,N.,Hope,Kym Hope,"Kym,Hollywood",C,74.0,165,Miami (FL),1977-11-23,Hollywood,USA,McArthur,Miami,FL,USA,,
hopsosu01w,Susie,,Hopson-Shelton,Susie Hopson-Shelton,,F-C,74.0,175,Mars Hill,1974-06-21,,,,,,,,
hornbal01w,Alexis,,Hornbuckle,Alexis Hornbuckle,,G,71.0,155,Tennessee,1985-10-16,,,South Charleston,South Charleston,WV,USA,,
houstch01w,Charde,,Houston,Charde Houston,,F,72.0,189,Connecticut,1986-04-10,,,,,,,,
houtsas01w,Ashley,,Houts,Ashley Houts,,G,66.0,140,Georgia,1987-12-31,Trenton,USA,Dade County,Trenton,GA,USA,,
howarje01w,Jennifer,,Howard,Jennifer Howard,,G,66.0,130,North Carolina State,1975-01-21,,,Fred T. Foard,Vale,NC,USA,,
howarme01w,Melody,,Howard,Melody Howard,,G,69.0,145,SW Missouri State,1972-04-02,,,,,,,,
hudsopa01w,Pam,,Hudson,Pam Hudson,,F,71.0,139,Northwestern State,1968-09-19,,,,,,,,
hugheda99w,Dan,,Hughes,Dan Hughes,,,0.0,0,,0000-00-00,,,,,,,,
hullaja99w,Jacquie,,Hullah,Jacquie Hullah,,,0.0,0,,0000-00-00,,,,,,,,
humphta01w,Tasha,,Humphrey,Tasha Humphrey,,C,75.0,190,Georgia,1985-12-29,Gainesville,USA,Gainesville,Gainesville,GA,USA,,
ibekwif01w,Ify,,Ibekwe,Ify Ibekwe,,F,74.0,0,Arizona,1989-10-05,Carson,USA,,,,,,
irvinsa01w,Sandora,,Irvin,Sandora Irvin,,F,75.0,185,Texas Christian,1982-02-23,,,,,,,,
ivanyda01w,Dalma,,Ivanyi,Dalma Ivanyi,,G,70.0,135,Florida International,1976-03-18,,,,,,,,
iveyni01w,Niele,,Ivey,Niele Ivey,,G,67.0,149,Notre Dame,1977-09-24,,,,,,,,
jacksan01w,Angela,,Jackson,Angela Jackson,,C,76.0,205,Texas,1976-03-30,,,,,,,,
jacksde01w,Deanna,,Jackson,Deanna Jackson,,F,74.0,155,Alabama-Birmingham,1979-12-15,,,,,,,,
jacksgw01w,Gwen,,Jackson,Gwen Jackson,,F,75.0,182,Tennessee,1980-10-23,,,Eufaula,Eufaula,AL,USA,,
jacksla01w,Lauren,Elizabeth,Jackson,Lauren Jackson,,F-C,77.0,187,,1981-05-11,Albury,AUS,,,,,,
jacksta01w,Tammy,Eloise,Jackson,Tammy Jackson,,F-C,75.0,179,Florida,1962-12-03,Gainesville,USA,,,,,,
jacksta02w,Tamicha,,Jackson,Tamicha Jackson,,G,66.0,118,Louisiana Tech,1978-04-22,,,,,,,,
jacksti01w,Tia,,Jackson,Tia Jackson,,F,71.0,148,Iowa,1972-04-21,,,,,,,,
jacksti02w,Tiffany,,Jackson,Tiffany Jackson,,F,75.0,185,Texas,1985-04-26,,,Duncanville,Duncanville,TX,USA,,
jacobam01w,Amber,,Jacobs,Amber Jacobs,,G,68.0,152,Boston College,1982-06-29,,,,,,,,
jacobje01w,Jennifer,,Jacoby,Jennifer Jacoby,,G,68.0,130,Purdue,1973-02-20,Rossville,USA,Rossville,Rossville,IN,USA,,
jamesta01w,Tamara,,James,Tamara James,,F,69.0,158,Miami (FL),1984-06-13,,,,,,,,
januabr01w,Briann,,January,Briann January,,G,68.0,144,Arizona State,1987-01-11,,,,,,,,
jekaban01w,Anete,,Jekabsone-Zogota,Anete Jekabsone-Zogota,,G,69.0,180,,1983-08-12,Saldus,URS,,,,,,
jenkica99w,Carolyn,,Jenkins,Carolyn Jenkins,,,0.0,0,,0000-00-00,,,,,,,,
joensca01w,Cathy,,Joens,Cathy Joens,,G-F,71.0,165,George Washington,1981-02-12,,,,,,,,
johnsad01w,Adrienne,,Johnson,Adrienne Johnson,,G,70.0,154,Ohio State,1974-02-05,,,,,,,,
johnsch01w,Chandra,,Johnson,Chandra Johnson,,C,75.0,185,Wisconsin-Green Bay,1981-03-19,,,,,,,,
johnsda01w,Dana,,Johnson,Dana Johnson,,C,74.0,197,Tennessee,1973-02-19,,,,,,,,
johnsgl01w,Glory,,Johnson,Glory Johnson,,F,75.0,170,Tennessee,1990-07-27,,,Webb School of Knoxville,Knoxville,TN,USA,,
johnsja01w,Jaclyn,,Johnson,Jaclyn Johnson,,F,72.0,201,Kansas,1979-03-16,,,,,,,,
johnsla01w,LaTonya,,Johnson,LaTonya Johnson,,F,73.0,150,Memphis,1975-08-17,,,,,,,,
johnsle01w,Leslie,,Johnson,Leslie Johnson,,F,74.0,220,Western Kentucky,1975-01-12,,,Northrop,Fort Wayne,IN,USA,,
johnsni01w,Niesa,,Johnson,Niesa Johnson,,G,69.0,146,Alabama,1973-02-07,,,,,,,,
johnspo01w,Pollyanna,,Johns Kimbrough,Pollyanna Johns Kimbrough,,C,75.0,165,Michigan,1975-11-06,,,,,,,,
johnssh01w,Shannon,Regina,Johnson,Shannon Johnson,Pee-Wee,G,67.0,152,South Carolina,1974-08-18,Hartsville,USA,Hartsville,Hartsville,SC,USA,,
johnssh02w,Shenise,,Johnson,Shenise Johnson,,G,71.0,0,Miami,1990-12-08,,,Rush-Henrietta,Henrietta,NY,USA,,
johnste01w,Temeka,,Johnson,Temeka Johnson,,G,63.0,132,Louisiana State,1982-09-06,,,,,,,,
johnsti01w,Tiffani,,Johnson,Tiffani Johnson,,C,76.0,240,Tennessee,1975-12-27,,,,,,,,
johnsvi01w,Vickie,,Johnson,Vickie Johnson,,G-F,69.0,150,Louisiana Tech,1972-04-15,Coushatta,USA,,,,,,
jollyke01w,Kellie,,Jolly Harper,Kellie Jolly Harper,,G,69.0,148,Tennessee,1977-05-03,,,,,,,,
jonesas01w,Asjha,Takera,Jones,Asjha Jones,,F,74.0,196,Connecticut,1980-08-01,Piscataway,USA,Piscataway,Piscataway,NJ,USA,,
jonesch01w,Chandi,,Jones,Chandi Jones,,G-F,69.0,150,Houston,1982-03-25,,,Bay City,Bay City,TX,USA,,
jonesja01w,Jameka,,Jones,Jameka Jones,,G,69.0,158,UNC Charlotte,1978-09-13,,,,,,,,
joneskc01w,K.C.,,Jones,K.C. Jones,,,0.0,0,,0000-00-00,,,,,,,,
jonesla01w,Larecha,,Jones,Larecha Jones,,G,73.0,180,Ohio State,1977-07-24,,,,,,,,
jonesma01w,Marion,Lois,Jones,Marion Jones,,G,70.0,150,North Carolina,1975-10-12,Los Angeles,USA,Rio Mesa (fr-so); Thousand Oaks (jr-sr),Oxnard/Thousand Oaks,CA,USA,,
jonesme01w,Merlakia,,Jones,Merlakia Jones,,G,69.0,147,Florida,1973-07-21,,,,,,,,
jordapa01w,Pauline,,Jordan,Pauline Jordan,,C,75.0,205,UNLV,1968-04-27,,,,,,,,
joyneja01w,Jacki,,Joyner-Kersee,Jacki Joyner-Kersee,,F,70.0,154,UCLA,1962-03-03,,,,,,,,
kaplaan01w,Anita,,Kaplan,Anita Kaplan,,C,77.0,180,Stanford,1973-04-22,,,,,,,,
kausaan01w,Aneta,,Kausaite,Aneta Kausaite,,F,72.0,155,Emporia State,1970-11-30,,,,,,,,
kellycr01w,Crystal,,Kelly,Crystal Kelly,,F,74.0,190,Western Kentucky,1986-09-15,,,Sacred Heart Academy,Louisville,KY,USA,,
kenlaje99w,Jessie,,Kenlaw,Jessie Kenlaw,,,0.0,0,,0000-00-00,,,,,,,,
keyst99wc,Steven,,Key,Steven Key,,,0.0,0,,0000-00-00,,,,,,,,
kingbsu01w,Susan,,King Borchardt,Susan King Borchardt,,G,67.0,135,Stanford,1981-07-27,,,Academy of Holy Angels,Richfield,MN,USA,,
kingija01w,Jae,,Kingi-Cross,Jae Kingi-Cross,,G,68.0,150,,1976-01-20,,,,,,,,
kizerly01w,Lynetta,,Kizer,Lynetta Kizer,,F-C,76.0,215,Maryland,1990-04-04,,,Potomac Senior,Woodbridge,VA,USA,,
klimezu01w,Zuzana,,Klimesova,Zuzi Klimesova,Zuzi,F,74.0,181,Vanderbilt,1979-01-21,Prague,TCH,,,,,,
kloppga99wc,Gary,,Kloppenburg,Gary Kloppenburg,,,0.0,0,,0000-00-00,,,,,,,,
kobryew01w,Ewelina,,Kobryn,Ewelina Kobryn,,F-C,75.0,210,,1982-05-07,Tarnobrzeg,POL,,,,,,
koehnla01w,Laurie,,Koehn,Laurie Koehn,,G,68.0,145,Kansas State,1982-05-13,,,,,,,,
korstil01w,Ilona,Kalyuvna,Korstine,Ilona Korstine,,G,70.0,160,,1980-05-30,St. Petersburg,URS,,,,,,
kossgr01w,Greta,,Koss,Greta Koss,,F,73.0,145,Montana,1974-06-12,,,,,,,,
kostaan01w,Anastasia,,Kostaki,Anastasia Kostaki,,G,67.0,137,,1978-03-26,Athens,GRE,,,,,,
