_id,year,tmID,games,minutes,points,steals,blocks
darlihe01w,2003,CLE,34,832,141,39,6
darlihe01w,2004,MIN,33,707,140,30,4
darlihe01w,2005,CHA,31,600,107,41,0
darlihe01w,2006,CHA,29,607,158,35,3
darlihe01w,2007,SAS,33,684,134,45,1
darlihe01w,2008,SAS,31,580,108,33,3
darlihe01w,2009,SAS,34,642,104,30,5
darlihe01w,2010,SAS,33,391,64,20,1
davenje01w,2007,NYL,33,382,176,7,29
davenje01w,2008,NYL,14,154,65,4,10
davenje01w,2009,IND,27,181,72,7,14
davenje01w,2010,IND,33,469,243,14,27
davenje01w,2011,IND,34,717,363,27,45
davenje01w,2012,IND,34,514,229,23,26
davisbr01w,2006,LAS,14,118,41,5,1
daviscl01w,1997,NEW,28,801,413,31,10
daviscl01w,1998,LON,44,1170,522,39,9
daviscl01w,1999,SJL,15,396,184,19,7
daviscl01w,1999,PHO,14,259,130,12,4
davisde01w,2007,HOU,3,19,6,0,0
davisla01w,1997,ATG,17,184,64,6,0
davisla01w,1997,NEW,7,77,15,4,0
davisla01w,1998,CLS,39,395,122,19,2
davisla01w,1999,CLS,14,217,54,5,1
davista01w,1997,SER,36,426,106,21,7
davista01w,1998,NEW,25,106,19,5,0
davista02w,2009,DET,1,4,2,0,0
dedenka01w,1997,NEW,40,856,262,22,25
dedenka01w,1998,NEW,44,1178,292,29,16
deforan01w,1999,SJL,15,155,46,5,1
deforan01w,2000,DET,27,433,145,27,4
deforan01w,2003,PHO,34,1065,405,51,12
deforan01w,2004,PHO,34,1152,488,51,8
deforan01w,2005,PHO,33,1131,433,41,7
deforan01w,2006,IND,34,1001,348,39,9
deforan01w,2007,IND,34,795,296,26,4
deforan01w,2008,MIN,34,847,288,27,5
deforan01w,2009,DET,7,113,10,4,0
derevje01w,2004,CON,23,140,19,8,0
derevje01w,2005,CON,34,359,24,11,2
derevje01w,2006,PHO,31,467,96,23,7
derevje01w,2007,PHO,23,200,36,6,1
derevje01w,2008,PHO,17,145,14,2,4
desouer01w,2002,LAS,11,41,12,3,0
desouer01w,2007,CON,32,391,136,7,29
desouer01w,2008,ATL,12,277,112,17,21
desouer01w,2009,ATL,34,928,402,32,44
desouer01w,2010,ATL,34,872,421,27,40
desouer01w,2011,ATL,32,877,378,38,43
desouer01w,2012,ATL,15,449,174,20,23
dickeke01w,2000,MIN,32,791,142,37,2
dickeke01w,2001,UTA,4,6,0,0,0
dillata01w,2003,SAS,24,168,41,7,4
dillata01w,2004,SAS,23,205,37,4,1
dillata01w,2005,SAS,10,51,9,2,0
dixonin01w,1997,SJL,1,1,0,0,0
dixonta01w,1997,LAS,27,715,320,49,5
dixonta01w,1998,LAS,22,710,357,24,8
dixonta01w,1999,LAS,32,563,217,17,4
dixonta01w,2000,LAS,31,882,338,40,10
dixonta01w,2001,LAS,29,925,340,27,2
dixonta01w,2002,LAS,30,958,319,28,5
dixonta01w,2003,LAS,30,1042,412,35,10
dixonta01w,2004,LAS,32,913,311,36,1
dixonta01w,2005,LAS,30,607,160,24,2
dixonta01w,2006,HOU,23,591,162,13,2
dixonta01w,2007,HOU,18,490,216,24,6
dixonta01w,2008,HOU,24,634,216,25,3
dixonta01w,2009,IND,32,424,132,12,3
doagela01w,1999,SJL,13,51,2,4,1
domonna01w,1998,SAC,9,92,27,7,1
donapbe01w,2003,NYL,1,2,0,0,0
donapbe01w,2004,NYL,26,479,131,11,8
doronsh01w,2007,NYL,7,35,10,3,0
dossaci01w,2000,ORL,32,820,228,16,63
dossaci01w,2001,ORL,10,65,19,3,5
dossaci01w,2002,ORL,26,260,88,4,13
douglka01w,2001,ORL,22,439,154,37,7
douglka01w,2002,ORL,32,830,271,49,13
douglka01w,2003,CON,28,843,336,31,11
douglka01w,2004,CON,34,1120,364,50,13
douglka01w,2005,CON,32,998,351,48,4
douglka01w,2006,CON,32,1003,525,62,4
douglka01w,2007,CON,34,1133,577,65,10
douglka01w,2008,IND,33,1134,516,53,11
douglka01w,2009,IND,31,1003,547,56,7
douglka01w,2010,IND,34,1014,467,46,13
douglka01w,2011,IND,32,940,445,41,8
douglka01w,2012,IND,32,990,529,48,10
duffyme01w,2006,MIN,31,387,105,9,0
duffyme01w,2007,MIN,5,48,7,1,0
duffyme01w,2008,NYL,6,45,11,0,0
dunlavi01w,2011,WAS,26,219,59,18,5
dunlavi01w,2012,SEA,5,28,13,0,0
dupreca01w,2006,CHI,34,1032,467,43,25
dupreca01w,2007,CHI,33,1078,544,29,41
dupreca01w,2008,CHI,34,1119,555,36,45
dupreca01w,2009,CHI,34,1186,534,35,41
dupreca01w,2010,PHO,34,1014,535,35,28
dupreca01w,2011,PHO,34,1075,495,19,25
dupreca01w,2012,PHO,13,345,172,8,7
dydekka01w,1997,COL,24,105,19,0,4
dydekma01w,1998,UTA,30,839,386,14,114
dydekma01w,1999,UTA,32,733,403,13,77
dydekma01w,2000,UTA,32,775,294,18,96
dydekma01w,2001,UTA,32,970,349,25,113
dydekma01w,2002,UTA,30,876,394,25,107
dydekma01w,2003,SAS,34,926,406,19,100
dydekma01w,2004,SAS,34,682,225,20,48
dydekma01w,2005,CON,31,671,225,8,71
dydekma01w,2006,CON,34,743,320,21,85
dydekma01w,2007,CON,32,643,214,12,66
dydekma01w,2008,LAS,2,14,4,0,0
edwarmi01w,1997,CLE,20,622,203,34,3
edwarmi01w,1998,CLE,23,533,178,23,1
edwarmi01w,1999,CLE,31,745,236,26,8
edwarmi01w,2000,CLE,3,17,8,0,0
edwarmi01w,2000,SEA,20,455,131,14,5
edwarmi01w,2001,SEA,3,13,4,1,0
edwarsi01w,2000,SEA,29,645,216,16,10
edwarsi01w,2001,SEA,32,810,237,24,20
edwarsi01w,2002,SEA,32,694,223,21,12
edwarsi01w,2003,SEA,34,577,157,10,9
edwarsi01w,2004,SEA,23,257,48,8,3
edwarsi01w,2005,SEA,28,201,55,4,2
edwarte01w,1997,ATG,40,1518,842,93,10
edwarte01w,1998,ATG,44,1668,898,118,11
edwarte01w,1999,PHR,14,508,294,41,7
edwarte01w,2003,MIN,34,854,181,41,11
edwarte01w,2004,MIN,34,697,194,47,8
edwarto01w,1997,CLS,40,1136,624,72,12
edwarto01w,1998,CLS,38,1142,541,50,13
edwarto01w,1999,CLS,14,446,227,23,4
edwarto01w,1999,MIN,32,1031,475,27,13
edwarto01w,2000,PHO,32,926,338,36,9
edwarto01w,2001,CHA,22,372,100,14,6
edwarto01w,2001,PHO,10,208,94,5,1
edwarto01w,2002,CHA,29,303,112,16,2
elysh01w,2005,SAS,31,528,139,7,4
elysh01w,2006,SAS,12,136,41,2,0
elysh01w,2007,SEA,29,282,65,8,1
elysh01w,2008,SEA,34,389,113,12,5
elysh01w,2009,CHI,34,497,232,12,8
elysh01w,2011,IND,33,355,103,6,6
enissh01w,1998,SER,42,1336,754,49,10
enissh01w,1999,SER,15,490,205,19,4
enissh01w,1999,WAS,29,844,216,23,4
enissh01w,2000,CHA,12,323,139,10,1
enissh01w,2001,CHA,32,623,191,10,5
enissh01w,2002,CHA,4,59,19,1,2
enissh01w,2003,CHA,29,613,252,29,2
erbsu01w,2000,CHA,29,275,92,8,6
erbsu01w,2001,CHA,18,148,54,1,5
erbsu01w,2002,CHA,31,342,88,13,11
ervinla01w,2009,CON,8,56,16,1,0
evansda01w,2012,LAS,3,15,2,1,0
evansde01w,1997,RIC,36,390,110,16,0
fallotr01w,1999,MIN,26,281,77,11,6
fallotr01w,2001,PHO,31,841,322,35,12
farriba01w,1999,NEW,13,303,95,5,2
farriba01w,2000,DET,14,130,45,6,1
farriba01w,2001,DET,31,559,129,7,5
farriba01w,2002,DET,32,564,143,12,9
farriba01w,2003,DET,34,522,127,10,4
farriba01w,2004,DET,26,422,118,8,2
farriba01w,2005,DET,34,444,83,8,1
farriba01w,2006,NYL,34,944,261,21,5
farriba01w,2007,NYL,28,237,53,6,1
farriba01w,2008,PHO,34,553,118,20,4
farriba01w,2009,DET,13,110,17,5,0
feastal01w,1998,LAS,3,41,10,2,0
feastal01w,1999,LAS,32,410,162,15,7
feastal01w,2000,LAS,32,469,202,23,2
feastal01w,2001,CHA,32,1007,365,29,10
feastal01w,2002,CHA,32,956,379,39,12
feastal01w,2003,CHA,34,1096,422,52,9
feastal01w,2004,CHA,33,1052,388,27,6
feastal01w,2005,CHA,21,666,192,14,2
feastal01w,2006,CHA,32,309,55,13,2
feastal01w,2008,IND,33,301,85,5,3
feifesu01w,2005,SAC,5,24,7,0,0
feldeja01w,1997,RIC,12,79,32,1,0
ferdima01w,2001,UTA,32,864,366,40,4
ferdima01w,2002,UTA,32,1065,489,51,7
ferdima01w,2003,SAS,34,1116,470,58,6
ferdima01w,2004,SAS,17,509,199,32,2
ferdima01w,2005,SAS,31,999,388,46,5
ferdima01w,2007,SAS,34,481,164,19,3
ferdima01w,2008,LAS,33,680,276,25,4
ferdima01w,2009,LAS,28,339,151,15,2
ferdima01w,2010,LAS,30,728,268,26,5
ferdima01w,2011,PHO,34,593,230,19,7
fernama01w,2007,LAS,34,891,297,36,14
ferrama01w,2000,NYL,23,154,50,0,2
figgsuk01w,1999,LAS,22,330,95,15,0
figgsuk01w,2000,LAS,32,803,215,21,3
figgsuk01w,2001,LAS,32,930,257,43,4
figgsuk01w,2002,POR,31,866,264,25,2
figgsuk01w,2003,HOU,34,952,149,26,1
fijalis01w,1997,CLE,28,803,332,17,18
fijalis01w,1998,CLE,28,806,383,17,27
firsool01w,2000,NYL,9,19,12,0,1
floremi01w,2000,MIA,32,474,112,23,3
flukety01w,2006,CHA,31,324,76,2,14
flukety01w,2007,LAS,12,114,39,3,7
flukety01w,2007,SEA,9,31,1,0,1
flukety01w,2008,CHI,26,231,70,6,8
folklkr01w,1999,MIN,32,518,157,14,12
folklkr01w,2000,MIN,32,845,242,23,22
folklkr01w,2001,POR,32,862,180,20,34
folklkr01w,2002,POR,32,602,155,18,17
fordch01w,2003,DET,32,956,344,32,31
fordch01w,2004,DET,31,912,329,41,25
fordch01w,2005,DET,33,932,313,33,46
fordch01w,2006,DET,32,920,443,38,25
fordch01w,2007,DET,15,460,195,28,11
fordch01w,2008,DET,24,637,243,24,9
fordch01w,2009,DET,29,755,249,28,13
fordki01w,1997,NYL,28,473,116,28,5
fordki01w,1998,NYL,30,471,147,32,2
fordki01w,1999,ORL,8,45,4,2,2
fordki01w,2000,MIA,28,424,104,32,1
fordki01w,2001,MIA,30,395,71,17,5
fordst01w,1997,PRT,40,1198,452,54,24
fordst01w,1998,COL,11,147,38,3,3
fordst01w,1998,PRT,31,455,119,19,7
fordst01w,1999,CLS,14,207,24,6,1
fordst01w,2001,NYL,1,3,2,0,0
fordst01w,2002,SAC,5,12,2,0,0
fosteto01w,1997,PHO,28,736,246,53,21
fosteto01w,1998,PHO,16,218,79,14,5
fosteto01w,1999,PHO,10,42,25,0,1
fowlesy01w,2008,CHI,17,430,178,19,36
fowlesy01w,2009,CHI,24,692,270,21,35
fowlesy01w,2010,CHI,34,1087,606,39,88
fowlesy01w,2011,CHI,34,1175,680,41,68
fowlesy01w,2012,CHI,25,778,406,33,30
francde01w,2000,NYL,1,2,0,0,0
frankaq01w,2008,SAC,34,351,53,16,1
frankaq01w,2009,SEA,2,20,0,1,0
frazeme01w,2009,SAS,29,326,145,8,5
frazeme01w,2010,SAS,10,101,38,0,0
freemla01w,1997,ATG,13,231,77,5,8
freemla01w,1998,ATG,43,563,125,13,9
freemla01w,1999,NAS,15,148,63,9,3
fresest01w,2000,UTA,21,222,62,4,0
frettla01w,1998,PHR,44,1160,427,26,14
frettla01w,1999,PHR,14,356,97,12,2
frettla01w,1999,LAS,31,658,188,9,5
frettla01w,2000,LAS,25,187,40,7,6
frettla01w,2001,SAC,30,403,128,10,6
frettla01w,2002,SAC,32,648,187,5,19
frettla01w,2003,SAC,24,150,36,2,3
frettla01w,2004,CHA,10,71,15,1,2
frettla01w,2004,NYL,16,276,102,9,5
frettla01w,2005,NYL,33,361,98,12,4
friertr01w,2004,SEA,5,22,7,0,0
frohlli01w,2002,NYL,16,67,6,2,0
frohlli01w,2003,NYL,26,214,83,6,8
frohlli01w,2006,IND,20,169,66,5,0
frohlli01w,2007,SAC,10,51,14,1,1
frostsh01w,1997,PRT,34,488,162,23,37
frostsh01w,1998,PRT,24,90,12,5,5
frostsh01w,1999,NAS,10,62,23,3,4
futreca01w,2004,CON,20,144,42,5,1
gaithka01w,1998,SJL,44,673,278,31,14
gaithka01w,1999,SJL,15,199,61,6,2
gaithka01w,2000,IND,6,24,6,0,1
gaithka01w,2000,UTA,9,54,14,4,0
gaithka01w,2002,LAS,1,5,0,0,0
gaithka01w,2002,WAS,1,1,0,0,0
gamblam01w,1997,SER,1,2,1,0,0
ganttr01w,1997,LAS,2,13,0,0,0
garcibe01w,2002,DET,8,64,8,3,0
gardike01w,2008,CON,34,540,137,29,7
gardike01w,2009,CON,33,596,180,25,24
gardike01w,2010,CON,25,206,29,9,3
gardike01w,2011,WAS,28,391,43,24,13
gardnan01w,2002,UTA,30,198,57,3,3
gardnan01w,2008,WAS,22,178,57,3,0
garnean01w,2000,SEA,32,560,101,27,10
gaydeco01w,1997,ATG,36,509,164,19,2
gaydeco01w,2000,ORL,3,7,2,0,0
gaypi01w,1997,HOU,5,12,4,1,0
gearlka01w,2007,SEA,33,437,132,12,6
gearlka01w,2008,SEA,34,468,171,11,3
gearlka01w,2009,SEA,20,243,82,6,3
gessiki01w,1997,LAS,1,4,0,0,0
gibsoke01w,2000,HOU,17,76,24,1,0
gibsoke01w,2001,HOU,28,288,44,8,6
gibsoke01w,2002,HOU,29,276,60,8,7
gibsoke01w,2003,HOU,26,209,38,1,5
gilbrbr01w,2012,PHO,11,258,77,5,5
gilloje01w,1997,PHO,28,874,440,37,15
gilloje01w,1998,PHO,30,962,624,50,10
gilloje01w,1999,PHO,32,1095,485,37,7
gilloje01w,2000,PHO,30,826,376,21,29
gilloje01w,2001,PHO,32,858,395,31,19
gilloje01w,2002,PHO,31,874,473,29,21
gilloje01w,2003,LAS,33,397,103,16,3
gilmous01w,2000,IND,4,21,2,0,0
gisseka01w,2008,LAS,2,14,0,0,0
givench01w,2008,DET,3,10,2,0,0
godbyli01w,1997,SER,40,896,308,28,29
godbyli01w,1998,SER,29,165,73,4,5
gomisem01w,2006,NYL,2,15,3,1,0
goodemo01w,1997,RIC,40,808,293,22,2
goodemo01w,1998,PRT,39,811,231,23,4
goodeti01w,1999,COL,13,123,23,3,0
goodlsa01w,2012,IND,26,197,80,8,7
goodsad01w,1997,RIC,40,1390,690,59,9
goodsad01w,1998,PHR,43,1508,761,63,6
goodsad01w,1999,CHC,12,430,207,14,0
goodsad01w,1999,UTA,32,1068,476,27,8
goodsad01w,2000,UTA,29,929,498,41,7
goodsad01w,2001,UTA,28,854,343,27,0
goodsad01w,2002,UTA,32,1101,503,45,6
goodsad01w,2003,SAS,33,969,371,24,6
goodsad01w,2004,SAS,34,1068,372,28,2
goodsad01w,2005,CHA,10,215,70,3,1
goodsad01w,2005,HOU,23,271,72,8,0
gordobr01w,1997,SAC,28,981,365,39,9
gordobr01w,1998,SAC,22,253,57,8,0
goringi01w,2007,WAS,21,156,54,5,12
gortmsh01w,2002,MIN,29,369,91,13,6
gortmsh01w,2003,MIN,25,200,50,11,1
gortmsh01w,2004,WAS,4,24,0,0,1
gortmsh01w,2006,SEA,20,265,56,11,2
grahama01w,1997,ATG,26,319,142,10,5
grahama01w,1998,WAS,10,49,19,1,1
granter01w,2007,HOU,17,211,25,7,0
gravede01w,1997,SAC,22,86,16,0,6
graylal01w,2011,PHO,27,308,104,6,0
graylal01w,2012,PHO,19,318,85,7,3
grecomi01w,2004,SEA,13,73,29,3,0
greenci01w,2006,SEA,5,24,2,0,0
greenka01w,2010,NYL,33,519,150,13,7
greenka01w,2011,CON,33,781,185,30,12
greenka01w,2012,CON,34,605,143,39,7
grginve01w,2000,LAS,18,183,49,3,1
grginve01w,2001,LAS,24,223,71,4,1
grginve01w,2002,LAS,12,79,31,1,0
griffke01w,2010,CON,34,679,150,23,17
griffke01w,2011,CON,34,441,124,25,10
griffke01w,2012,CON,31,375,95,18,10
griffyo01w,1998,LON,44,1409,827,139,59
griffyo01w,1999,CHC,12,440,206,39,15
griffyo01w,1999,SAC,29,979,545,73,54
griffyo01w,2000,SAC,32,1026,523,83,61
griffyo01w,2001,SAC,32,1077,518,63,37
griffyo01w,2002,SAC,17,577,288,16,13
griffyo01w,2003,SAC,34,1015,469,57,39
griffyo01w,2004,SAC,34,1031,494,75,41
griffyo01w,2005,SAC,34,962,469,42,31
griffyo01w,2006,SAC,34,854,407,44,16
griffyo01w,2007,SAC,32,738,289,33,12
griffyo01w,2008,SEA,30,658,217,43,17
griffyo01w,2009,IND,3,41,19,0,2
groomla01w,1997,UTA,28,691,153,23,2
groomla01w,1998,SAC,30,792,214,20,3
groomla01w,1999,SAC,32,450,98,11,2
groomla01w,2000,SAC,30,401,124,10,3
groomla01w,2001,SAC,31,543,141,15,10
groomla01w,2002,SAC,32,850,227,21,8
groomla01w,2003,SAC,34,470,111,17,5
groomla01w,2004,SAC,28,235,49,7,2
grubigo01w,1999,LAS,32,708,284,24,2
grubigo01w,2000,IND,29,720,239,31,0
grubigo01w,2001,IND,27,481,170,7,0
grubigo01w,2002,PHO,32,859,317,36,3
grubigo01w,2004,HOU,5,24,2,0,0
grubigo01w,2005,LAS,9,41,1,1,0
grudasa01w,2008,CON,31,476,193,19,26
grudasa01w,2009,CON,26,810,350,23,41
grudasa01w,2010,CON,28,636,322,19,21
guytowa01w,1997,HOU,25,668,152,26,8
guytowa01w,1998,HOU,1,14,0,1,1
guytowa01w,1999,DET,11,98,21,2,2
hagiwmi01w,1997,PHO,12,186,33,2,0
hagiwmi01w,1997,SAC,14,174,43,2,2
hagiwmi01w,1998,PHO,10,59,22,0,0
hairska01w,2007,CON,17,148,32,7,0
hallam01w,2002,POR,20,104,30,7,1
hallvi01w,1998,COL,41,1180,418,23,15
hallvi01w,1999,NAS,15,444,167,10,15
hallvi01w,2000,CLE,32,577,150,17,8
hallvi01w,2001,CLE,14,225,65,1,5
hallvi01w,2001,IND,13,123,36,4,0
hallvi01w,2002,LAS,3,19,7,1,0
hamblan01w,1998,DET,6,29,6,1,0
hammobe01w,1999,NYL,30,202,80,6,0
hammobe01w,2000,NYL,32,835,351,29,1
hammobe01w,2001,NYL,32,619,262,27,1
hammobe01w,2002,NYL,32,659,256,25,0
hammobe01w,2003,NYL,11,257,162,10,1
hammobe01w,2004,NYL,34,1130,460,58,2
hammobe01w,2005,NYL,34,1180,473,60,2
hammobe01w,2006,NYL,22,674,323,29,3
hammobe01w,2007,SAS,28,934,527,23,5
hammobe01w,2008,SAS,33,1101,582,43,7
hammobe01w,2009,SAS,31,1049,604,49,12
hammobe01w,2010,SAS,32,1075,484,36,8
hammobe01w,2011,SAS,33,1050,526,49,7
hammobe01w,2012,SAS,33,998,485,31,6
hamptky01w,1997,NYL,28,663,271,39,19
hamptky01w,1998,NYL,30,745,274,33,15
hamptky01w,1999,NYL,32,856,293,22,18
hamzoro01w,2000,ORL,15,43,7,5,0
hardili01w,2007,MIN,20,602,233,20,6
hardili01w,2008,MIN,24,591,154,27,4
hardili01w,2009,WAS,34,1194,435,43,13
hardili01w,2010,WAS,34,1130,411,47,6
hardili01w,2011,ATL,34,1037,358,34,6
hardili01w,2012,ATL,34,1040,418,46,7
hardish01w,1999,PHR,13,227,49,18,2
harpela01w,2008,SAC,34,560,188,15,20
harpela01w,2009,SAC,33,460,150,13,22
harriam01w,2011,MIN,27,278,89,3,11
harriam01w,2012,MIN,27,240,94,9,13
harrido01w,2000,IND,8,67,8,2,1
harrifr01w,1997,HOU,25,369,104,17,3
harrifr01w,1998,UTA,18,353,71,13,1
harrili01w,1997,PRT,40,1207,393,72,12
harrili01w,1998,PRT,44,1249,323,45,9
harrili01w,1999,CLS,14,369,117,13,3
harrili01w,1999,PHO,32,828,193,23,5
harrili01w,2000,PHO,31,750,200,30,4
harrili01w,2001,PHO,32,915,246,39,1
harrili01w,2002,PHO,32,899,262,31,3
harrili01w,2003,PHO,33,838,183,29,6
harrili01w,2005,PHO,27,297,41,5,1
harrokr01w,1998,PHO,30,355,70,15,3
harrokr01w,1999,PHO,32,666,143,25,4
harrokr01w,2001,MIN,4,72,21,3,0
harrokr01w,2002,MIN,27,481,96,12,0
harrokr01w,2003,MIN,31,499,88,18,3
harrokr01w,2005,MIN,34,832,156,38,1
harrokr01w,2009,LAS,31,520,97,16,0
haydeva01w,2004,MIN,29,350,153,7,29
haydeva01w,2005,MIN,31,595,246,15,68
haydeva01w,2006,MIN,33,424,177,6,44
haydeva01w,2008,MIN,30,304,157,14,14
haydeva01w,2009,LAS,25,269,94,4,22
hayesti01w,2012,ATL,34,787,293,28,12
haynikr01w,2005,SAC,30,434,104,33,1
haynikr01w,2006,SAC,34,476,140,27,2
haynikr01w,2007,SAC,34,545,126,18,6
haynikr01w,2008,ATL,33,486,94,30,4
haynikr01w,2009,DET,20,161,44,14,0
haynikr01w,2009,SAC,9,156,47,13,1
headde01w,1997,UTA,27,471,154,14,8
headde01w,1998,UTA,30,467,108,30,0
headde01w,2000,PHO,17,149,27,4,0
hedgpch01w,1997,SER,27,794,253,29,1
hedgpch01w,1998,SER,38,335,85,24,0
hedgpch01w,1999,SER,10,52,3,2,0
hemmera01w,1997,ATG,16,251,70,6,1
hendene01w,1997,COL,3,9,9,0,0
hendene01w,1997,SJL,6,11,0,1,0
hendene01w,2001,HOU,23,179,26,6,0
hendetr01w,1998,ATG,37,886,367,23,34
hendetr01w,1999,NAS,14,318,164,9,12
hendetr01w,1999,CLE,27,308,71,9,20
hendetr01w,2002,CLE,23,173,35,3,7
hendetr01w,2003,CLE,11,45,2,1,1
henniso01w,1997,SJL,40,1515,299,90,7
henniso01w,1998,SJL,44,812,105,42,0
henniso01w,1999,PRT,13,489,106,26,1
henniso01w,1999,HOU,32,798,128,34,7
henniso01w,2000,SEA,32,980,168,61,3
henniso01w,2001,SEA,32,902,108,52,6
henniso01w,2002,HOU,23,521,44,23,6
henniso01w,2002,SEA,8,207,18,9,1
henniso01w,2003,IND,23,290,24,14,0
henniso01w,2003,WAS,1,5,0,1,0
henryan01w,2012,ATL,34,613,162,16,30
herriam01w,2000,UTA,25,341,91,7,5
herriam01w,2001,UTA,32,448,121,8,14
herriam01w,2002,UTA,28,269,68,9,14
hibbeka01w,2000,SEA,20,240,53,7,1
hicksje01w,1997,UTA,26,263,83,13,11
hicksje01w,2000,ORL,26,157,38,2,7
hicksje01w,2001,ORL,32,456,169,23,17
hicksje01w,2002,ORL,31,471,190,19,25
hicksje01w,2003,CON,27,253,98,11,9
hicksje01w,2004,SAS,27,371,127,17,13
hightal01w,2010,CON,20,207,54,14,2
hightal01w,2011,CON,25,231,51,11,1
hightal01w,2012,CON,34,827,230,43,5
hillec01w,1997,NEW,40,904,339,57,6
hillec01w,1998,NEW,42,392,128,32,0
hillec01w,1999,CHC,12,321,73,13,0
hillec01w,2000,CHA,26,213,39,5,1
hillec01w,2001,PHO,3,8,0,1,0
hledeko01w,1998,DET,27,912,382,21,1
hledeko01w,1999,DET,21,408,184,22,2
hledeko01w,1999,UTA,11,277,131,8,1
hledeko01w,2000,UTA,31,867,312,38,4
hledeko01w,2001,UTA,27,455,151,25,1
hledeko01w,2002,NYL,16,129,26,6,2
hodgeda01w,1998,NEW,44,1187,397,36,5
hodgeda01w,1999,NEW,13,283,76,12,2
hodgedo01w,2004,LAS,24,245,43,10,2
hodgedo01w,2005,LAS,32,669,178,18,7
hodgedo01w,2006,LAS,34,456,131,14,4
hodgedo01w,2007,SEA,6,33,10,1,0
hodgedo01w,2008,IND,8,56,16,3,1
hodgedo01w,2011,TUL,5,101,31,4,1
hodgero01w,2005,HOU,26,188,33,3,0
hodgero01w,2006,HOU,33,698,247,16,4
hodgero01w,2007,HOU,29,331,102,13,0
hodgero01w,2008,HOU,15,274,110,5,2
hodgero01w,2009,MIN,33,902,328,21,15
hodgero01w,2010,SAS,34,859,262,15,10
hodgero01w,2011,SAS,28,273,109,5,2
hodgero01w,2012,TUL,20,510,204,16,4
hoffmeb01w,2004,IND,30,334,60,15,5
hoffmeb01w,2005,IND,33,497,120,21,10
hoffmeb01w,2006,IND,34,851,218,37,16
hoffmeb01w,2007,IND,34,582,144,21,18
hoffmeb01w,2008,IND,33,1013,342,47,26
hoffmeb01w,2009,IND,34,1005,338,57,12
hoffmeb01w,2010,IND,34,815,272,40,13
hoffmeb01w,2011,LAS,34,752,256,36,9
hoffmeb01w,2012,LAS,20,208,49,13,1
holdsch01w,1999,WAS,31,1061,525,37,27
holdsch01w,2000,WAS,32,1131,561,47,18
holdsch01w,2001,WAS,29,975,486,44,14
holdsch01w,2002,WAS,20,634,397,20,6
holdsch01w,2003,WAS,27,948,554,34,15
holdsch01w,2004,WAS,23,801,437,39,18
holdsch01w,2005,LAS,33,1183,561,38,16
holdsch01w,2006,LAS,25,739,375,34,9
holdsch01w,2007,LAS,5,150,79,6,3
holdsch01w,2009,ATL,25,708,348,34,7
holdsch01w,2010,SAS,29,840,393,43,10
hollake01w,1998,SJL,43,1051,375,96,6
hollake01w,1999,SJL,15,522,220,21,7
hollake01w,1999,SAC,32,1034,379,63,10
hollake01w,2000,SAC,32,934,312,43,5
hollake01w,2001,SAC,32,874,322,56,5
hollake01w,2002,SAC,32,902,296,41,5
hollake01w,2003,DET,34,694,312,36,3
hollake01w,2004,HOU,27,703,177,40,3
hollake01w,2006,DET,34,397,140,23,2
holliqu01w,2009,MIN,34,434,164,12,8
holliqu01w,2010,MIN,25,182,43,5,1
holliqu01w,2011,NYL,31,524,144,16,10
holmejo01w,1998,SER,44,732,195,36,18
holmejo01w,1999,NAS,15,363,104,24,7
holmejo01w,2000,DET,29,271,91,11,4
holmese01w,2008,HOU,17,203,52,8,1
holmese01w,2010,PHO,15,119,27,6,0
holtam01w,2008,CON,34,714,222,15,5
holtam01w,2009,CON,23,380,137,9,2
holtam01w,2010,TUL,33,697,288,30,7
holtam01w,2011,TUL,26,666,175,18,3
holtam01w,2012,TUL,24,456,140,11,0
hopeky01w,2000,UTA,3,4,2,0,0
hopsosu01w,1997,CHA,6,29,16,1,0
hornbal01w,2008,DET,34,747,184,79,10
hornbal01w,2009,DET,32,850,213,42,9
hornbal01w,2010,MIN,13,194,39,18,3
hornbal01w,2010,TUL,15,316,87,23,10
hornbal01w,2011,MIN,29,208,31,10,3
hornbal01w,2012,PHO,34,865,221,42,17
houstch01w,2008,MIN,33,581,292,30,13
houstch01w,2009,MIN,34,792,445,43,21
houstch01w,2010,MIN,34,758,402,43,20
houstch01w,2011,MIN,27,210,77,9,2
houstch01w,2012,PHO,27,694,325,34,10
houtsas01w,2010,WAS,20,110,17,6,0
howarje01w,1999,CLE,4,15,0,0,0
howarme01w,1997,COL,40,756,204,17,1
howarme01w,1998,COL,36,302,65,9,0
hudsopa01w,1999,SJL,8,20,2,2,1
humphta01w,2008,DET,22,297,160,13,6
humphta01w,2008,WAS,8,212,89,4,2
humphta01w,2009,MIN,19,340,150,12,6
humphta01w,2009,WAS,9,67,20,1,3
ibekwif01w,2011,SEA,3,8,0,0,0
irvinsa01w,2005,PHO,12,122,44,5,6
irvinsa01w,2006,PHO,7,38,7,2,8
irvinsa01w,2007,SAS,23,128,27,3,10
irvinsa01w,2008,SAS,21,116,26,3,5
irvinsa01w,2010,CHI,18,137,35,2,6
irvinsa01w,2011,ATL,30,248,54,6,15
ivanyda01w,1999,UTA,14,67,11,4,0
ivanyda01w,2000,UTA,27,489,93,25,3
ivanyda01w,2003,PHO,4,34,6,0,1
ivanyda01w,2005,SAS,30,577,75,26,0
